procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 6  0       820016     98575728       137692     26919444    2    3 16065   608    0    1   1   1  96   3   0 2026-09-18 00:38:18
 3  0       820016     98476120       138516     26935308    0    0 16520     0 4788 8481   3   1  97   0   0 2026-09-18 00:38:19
 2  0       820016     98378272       139648     26965180   32    0 30752   496 6337 11072   3   1  96   0   0 2026-09-18 00:38:20
 2  0       820016     98260448       141160     27016968    8    0 53456     0 8241 11336   4   8  87   0   0 2026-09-18 00:38:21
 2  0       820016     98260016       141480     27018580    0    0  1672   240 4013 7246   2   0  97   0   0 2026-09-18 00:38:22
 2  0       820016     98258816       141480     27018600    0    0     0     0 3716 6956   0   0  99   0   0 2026-09-18 00:38:23
 0  0       820016     98174992       141784     27071360    0    0 53040     0 4635 8428   1   1  98   0   0 2026-09-18 00:38:24
 1  0       820016     98175504       141788     27071560    0    0   184   588 3872 7030   0   0  99   0   0 2026-09-18 00:38:25
 1  0       820016     97986320       141788     27079948    4    0  8368     0 4178 7073   2   1  97   0   0 2026-09-18 00:38:26
 1  0       820016     97845280       141796     27079960    0    0     0   120 4143 6896   3   0  97   0   0 2026-09-18 00:38:27
 0  0       820016     97785856       141796     27079992    0    0     0     0 4219 6796   3   0  97   0   0 2026-09-18 00:38:28
 3  0       820016     97321880       142460     27092764    0    0 13628     0 6849 9695  15   1  84   0   0 2026-09-18 00:38:29
 3  0       820016     96943232       143308     27200852    0    0 99364   444 51935 11604   7   1  91   1   0 2026-09-18 00:38:30
 2  0       820016     97353864       143992     27364068    0    0 27788     0 10154 12521   4   1  95   0   0 2026-09-18 00:38:31
 3  0       820016     94843544       144012     27377948    0    0 13988   188 9697 16826   3   2  95   0   0 2026-09-18 00:38:32
 2  0       820016     90741544       144012     27377972    0    0     0     0 9730 16262   2   2  96   0   0 2026-09-18 00:38:33
 1  0       820016     87060976       144012     27377988    0    0     0     0 9499 16136   1   2  97   0   0 2026-09-18 00:38:34
 1  0       820016     83117104       144012     27378020    0    0     0   464 9944 16134   1   2  97   0   0 2026-09-18 00:38:35
 1  0       820016     78989736       144012     27378036    0    0     0     0 9770 16100   1   2  97   0   0 2026-09-18 00:38:36
 1  0       820016     75024096       144020     27378056    0    0     0   128 9753 16238   1   2  97   0   0 2026-09-18 00:38:37
 1  0       820016     71048800       144020     27378072    0    0     0     0 9635 16148   1   2  97   0   0 2026-09-18 00:38:38
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 2  0       820016     67076828       144020     27378104    0    0     0     0 9510 16165   1   2  97   0   0 2026-09-18 00:38:39
 1  0       820016     62800116       144020     27378116    0    0     0   428 9646 16222   1   2  97   0   0 2026-09-18 00:38:40
 1  0       820016     58853684       144020     27378156    0    0     0     0 9815 16179   1   2  97   0   0 2026-09-18 00:38:41
 1  0       820016     54942824       144028     27378168   16    0    16   128 9347 16129   1   2  97   0   0 2026-09-18 00:38:42
 1  0       820016     50582372       144028     27378192    0    0     0     0 9383 16207   1   2  96   0   0 2026-09-18 00:38:43
 1  0       820016     46688840       144028     27378224    0    0     0     0 9468 16140   1   2  97   0   0 2026-09-18 00:38:44
 1  0       820016     42804728       144028     27378236    0    0     0   432 9825 16364   1   2  97   0   0 2026-09-18 00:38:45
 1  0       820016     38366124       144028     27378260    0    0     0     0 9505 16668   1   2  97   0   0 2026-09-18 00:38:46
 1  0       820016     34522296       144036     27378280    0    0     0   104 9350 16251   1   2  97   0   0 2026-09-18 00:38:47
 1  0       820016     31447032       144068     26825880    0    0    32     0 9343 16343   1   2  97   0   0 2026-09-18 00:38:48
 1  0       820016     39624532       144312     18652168    0    0   244     0 9208 16575   0   3  97   0   0 2026-09-18 00:38:49
 1  0       820016     46688392       144548     11593148    0    0   236     0 9921 16872   0   3  97   0   0 2026-09-18 00:38:50
 1  0       820016     53575980       144760      4706112    0    0   212   420 10112 16894   0   3  97   0   0 2026-09-18 00:38:51
 0  0       820016     53782872       144952      4498204    0    0   496  5316 9035 17003   1   0  99   0   0 2026-09-18 00:38:52
 0 18       820016     51816428       144956      5512964    0    0 1017716     0 14213 23638   2   2  72  24   0 2026-09-18 00:38:53
 3 15       820016     49184600       144956      6826708    0    0 1313024     0 15904 26296   3   2  69  26   0 2026-09-18 00:38:54
 5 13       820016     50746348       144956      7598096   12    0 770928     0 13526 21878   3   1  76  19   0 2026-09-18 00:38:55
 3 15       820016     49501804       144960      8851040    0    0 1252144  4400 16039 25499   3   2  63  32   0 2026-09-18 00:38:56
 2 16       820016     48026348       144972     10326604    0    0 1476172   152 16472 26692   3   2  59  36   0 2026-09-18 00:38:57
 2 16       820016     46586960       144972     11760252    0    0 1432824     0 15991 26456   3   2  60  35   0 2026-09-18 00:38:58
 3 15       820016     45290764       144976     13058844    0    0 1299516     0 16284 25922   3   2  62  32   0 2026-09-18 00:38:59
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 3 15       820016     43836224       144976     14510116    0    0 1451060     0 16401 26609   4   2  57  37   0 2026-09-18 00:39:00
 0 18       820016     42497656       144980     15856236    0    0 1345288  1192 16250 26190   4   2  61  33   0 2026-09-18 00:39:01
